dataset_name,fraction,num_providers,type_partition,num_objects,num_attributes,density,context_sensitivity,threshold,global_stability,Runtime,CPU_Usage,RAM_Usage,RAM_Used
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.9,0.5,0.7872361111111111,613.7832567691803,38.9,13.45,1.3870468139648438
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.1,0.8,0.9686666666666667,613.9193277359009,38.25,13.45,1.3870468139648438
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.2,0.8,0.875,614.0560312271118,32.5,13.45,1.3869819641113281
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.30000000000000004,0.8,0.9624,614.1921098232269,30.95,13.45,1.3869743347167969
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.4,0.8,0.9248000000000001,614.351380109787,27.5,13.45,1.3869609832763672
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.5,0.8,0.75,614.487978219986,11.1,13.45,1.3869495391845703
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.6,0.8,0.8333333333333334,614.6113736629486,0.0,13.45,1.3869361877441406
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.7000000000000001,0.8,1.0,614.7353756427765,2.65,13.45,1.3869209289550781
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.8,0.8,0.859,614.8590004444122,0.0,13.45,1.3869075775146484
dataset_200_10_6_IID,0.75,10,IID,200,10,0.6,0.9,0.8,0.8801111111111112,614.9812912940979,5.0,13.45,1.3868942260742188
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.1,0.0,0.6110030891914221,615.1047203540802,0.0,13.45,1.386880874633789
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.2,0.0,0.5579923239566097,615.2224977016449,2.5,13.45,1.386871337890625
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.30000000000000004,0.0,0.6668463813147636,615.368435382843,2.5,13.45,1.386850357055664
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.4,0.0,0.7353924880763115,615.4869360923767,0.0,13.45,1.3868331909179688
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.5,0.0,0.6743052746674558,615.6056590080261,0.0,13.45,1.3867835998535156
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.6,0.0,0.4654603787878788,615.7228474617004,0.0,13.45,1.3867740631103516
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.7000000000000001,0.0,0.5882479324944603,615.840270280838,2.65,13.45,1.3867645263671875
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.8,0.0,0.6228800242466129,615.9587595462799,0.0,13.45,1.3867568969726562
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.9,0.0,0.5756147241051768,616.0766091346741,0.0,13.45,1.3867473602294922
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.1,0.5,0.67513,616.1951644420624,2.4,13.45,1.3867301940917969
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.2,0.5,0.7256944444444444,616.3118693828583,14.3,13.45,1.3867225646972656
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.30000000000000004,0.5,0.7883680555555556,616.4267230033875,0.0,13.45,1.3867111206054688
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.4,0.5,0.6584821428571429,616.5408983230591,0.0,13.45,1.3867015838623047
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.5,0.5,0.6563564726966056,616.6551582813263,0.0,13.45,1.3866920471191406
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.6,0.5,0.7062999999999999,616.7694706916809,0.0,13.45,1.3866844177246094
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.7000000000000001,0.5,0.6157407407407408,616.8849022388458,5.0,13.45,1.3866748809814453
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.8,0.5,0.646875,617.0010466575623,2.5,13.45,1.3866653442382812
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.9,0.5,0.8055555555555556,617.1164343357086,0.0,13.45,1.3866558074951172
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.1,0.8,1.0,617.2316403388977,2.5,13.45,1.3866443634033203
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.2,0.8,0.9843333333333333,617.3454647064209,12.5,13.45,1.3866348266601562
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.30000000000000004,0.8,1.0,617.4603936672211,0.0,13.45,1.3866252899169922
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.4,0.8,0.8765714285714284,617.5748445987701,0.0,13.45,1.3866157531738281
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.5,0.8,1.0,617.6886982917786,0.0,13.45,1.386606216430664
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.6,0.8,0.839125,617.8033149242401,0.0,13.45,1.3865966796875
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.7000000000000001,0.8,0.8333333333333334,617.9239251613617,5.55,13.45,1.386587142944336
dataset_200_15_2_IID,0.5,10,IID,200,15,0.2,0.8,0.8,0.9166666666666666,618.0392334461212,0.0,13.45,1.386575698852539
