CPU_Usage,CPU_UsageFedFCA,CPU_Usage_Classical_FCA,RAM_Usage,RAM_UsageFedFCA,RAM_Usage_Classical_FCA,RAM_Used,RAM_UsedFedFCA,RAM_Used_Classical_FCA,Runtime FedFCA_ARES_LDP,Runtime_Classical_FCA,context_sensitivity,dataset_name,fraction,global_stability,num_providers,runtimeFedFCA,threshold,type_partition
47.75,47.75,90.25,13.85,13.85,14.1,1.4400386810302734,1.4400386810302734,1.4693355560302734,24.387165546417236,1219.3582773208618,0.1,connect,0.5,0.941208506347417,50,24.385881185531616,0.8,IID
47.5,47.5,90.25,14.25,14.25,14.1,1.4900016784667969,1.4900016784667969,1.4693355560302734,38.45639705657959,1219.3582773208618,0.2,connect,0.5,0.9747003629115663,50,38.454976320266724,0.8,IID
0.0,0.0,90.25,14.45,14.45,14.1,1.5156173706054688,1.5156173706054688,1.4693355560302734,38.20402646064758,1219.3582773208618,0.30000000000000004,connect,0.5,0.9724222007077269,50,38.20269513130188,0.8,IID
5.0,5.0,90.25,14.55,14.55,14.1,1.525747299194336,1.525747299194336,1.4693355560302734,26.079981088638306,1219.3582773208618,0.4,connect,0.5,0.9271874902657073,50,26.079396724700928,0.8,IID
2.5,2.5,90.25,14.55,14.55,14.1,1.5286731719970703,1.5286731719970703,1.4693355560302734,31.880826711654663,1219.3582773208618,0.5,connect,0.5,0.9487101765021628,50,31.880003690719604,0.8,IID
4.9,4.9,90.25,14.45,14.45,14.1,1.5199089050292969,1.5199089050292969,1.4693355560302734,27.74418354034424,1219.3582773208618,0.6,connect,0.5,0.9577180672189971,50,27.743306159973145,0.8,IID
0.0,0.0,90.25,14.5,14.5,14.1,1.5214786529541016,1.5214786529541016,1.4693355560302734,26.43586826324463,1219.3582773208618,0.7000000000000001,connect,0.5,0.9410864432561568,50,26.434714555740356,0.8,IID
4.75,4.75,90.25,14.55,14.55,14.1,1.5273456573486328,1.5273456573486328,1.4693355560302734,26.195006132125854,1219.3582773208618,0.8,connect,0.5,0.9446938243724486,50,26.19422674179077,0.8,IID
2.5,2.5,90.25,14.55,14.55,14.1,1.5261306762695312,1.5261306762695312,1.4693355560302734,33.68729758262634,1219.3582773208618,0.9,connect,0.5,0.9704783067639636,50,33.68587374687195,0.8,IID
32.5,32.5,90.25,14.7,14.7,14.1,1.53985595703125,1.53985595703125,1.4693355560302734,32.28219985961914,1219.3582773208618,0.1,connect,0.5,0.9020744610631317,50,32.2756552696228,0,IID
30.15,30.15,90.25,14.8,14.8,14.1,1.5542354583740234,1.5542354583740234,1.4693355560302734,35.11274552345276,1219.3582773208618,0.2,connect,0.5,0.9287302195298093,50,35.108943939208984,0,IID
2.65,2.65,90.25,14.75,14.75,14.1,1.5517845153808594,1.5517845153808594,1.4693355560302734,28.067420721054077,1219.3582773208618,0.30000000000000004,connect,0.5,0.8773875877687926,50,28.063838005065918,0,IID
2.65,2.65,90.25,14.75,14.75,14.1,1.5541191101074219,1.5541191101074219,1.4693355560302734,40.491355657577515,1219.3582773208618,0.4,connect,0.5,0.9229920860463904,50,40.48762369155884,0,IID
10.4,10.4,90.25,14.850000000000001,14.850000000000001,14.1,1.5664501190185547,1.5664501190185547,1.4693355560302734,31.766717195510864,1219.3582773208618,0.5,connect,0.5,0.9333491693752358,50,31.76318359375,0,IID
37.5,37.5,90.25,14.9,14.9,14.1,1.5723876953125,1.5723876953125,1.4693355560302734,29.18960428237915,1219.3582773208618,0.6,connect,0.5,0.8928048495338697,50,29.185839891433716,0,IID
61.7,61.7,90.25,38.85,38.85,14.1,4.605417251586914,4.605417251586914,1.4693355560302734,29.51429057121277,1219.3582773208618,0.7000000000000001,connect,0.5,0.9022945052763225,50,29.50768756866455,0,IID
37.9,37.9,90.25,39.300000000000004,39.300000000000004,14.1,4.662174224853516,4.662174224853516,1.4693355560302734,37.96426606178284,1219.3582773208618,0.8,connect,0.5,0.943852642717686,50,37.96025586128235,0,IID
2.5,2.5,90.25,14.9,14.9,14.1,1.5693950653076172,1.5693950653076172,1.4693355560302734,30.644336700439453,1219.3582773208618,0.9,connect,0.5,0.9155089173480404,50,30.64081072807312,0,IID
10.0,10.0,90.25,14.9,14.9,14.1,1.56842041015625,1.56842041015625,1.4693355560302734,35.296486377716064,1219.3582773208618,0.1,connect,0.5,0.9549026581527018,50,35.29518508911133,0.5,IID
2.5,2.5,90.25,14.9,14.9,14.1,1.5685291290283203,1.5685291290283203,1.4693355560302734,26.45499014854431,1219.3582773208618,0.2,connect,0.5,0.9674762090356946,50,26.453760862350464,0.5,IID
2.4,2.4,90.25,14.9,14.9,14.1,1.5686664581298828,1.5686664581298828,1.4693355560302734,30.605180740356445,1219.3582773208618,0.30000000000000004,connect,0.5,0.9653863442655489,50,30.60405445098877,0.5,IID
7.25,7.25,90.25,14.850000000000001,14.850000000000001,14.1,1.5611934661865234,1.5611934661865234,1.4693355560302734,30.2587628364563,1219.3582773208618,0.4,connect,0.5,0.9554736856687677,50,30.257837295532227,0.5,IID
27.5,27.5,90.25,14.9,14.9,14.1,1.566610336303711,1.566610336303711,1.4693355560302734,35.35879731178284,1219.3582773208618,0.5,connect,0.5,0.964203616987138,50,35.35702109336853,0.5,IID
35.7,35.7,90.25,14.95,14.95,14.1,1.5740470886230469,1.5740470886230469,1.4693355560302734,31.794952392578125,1219.3582773208618,0.6,connect,0.5,0.9694496710332972,50,31.793455839157104,0.5,IID
